Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR
7h 4h 2h,KhTc,0.579,59.61,49.5085,125.845
7h 4h 2h,KhJc,0.653,60.72,50.2688,125.439
7h 4h 2h,KhQc,0.684,61.69,51.1938,125.74
7h 4h 2h,KhKc,0.793,84.87,79.7306,142.342
7h 4h 2h,Kh7d,0.032,79.32,72.4099,138.322
7h 4h 2h,Kh8d,0.503,57.80,49.6143,130.048
7h 4h 2h,Kh9d,0.595,58.33,48.968,127.208
7h 4h 2h,KhTd,0.579,59.61,49.5085,125.845
7h 4h 2h,KhJd,0.653,60.72,50.2688,125.439
7h 4h 2h,KhQd,0.684,61.69,51.1938,125.74
7h 4h 2h,KhKd,0.793,84.87,79.7306,142.342
7h 4h 2h,Kh3h,0.710,95.47,129.551,205.604
7h 4h 2h,Kh5h,0.728,95.43,127.359,202.212
7h 4h 2h,Kh6h,0.741,95.44,126.816,201.32
7h 4h 2h,Kh8h,0.708,95.37,128.196,203.671
7h 4h 2h,Kh9h,0.715,95.26,129.944,206.682
7h 4h 2h,KhTh,0.692,95.24,129.062,205.332
7h 4h 2h,KhJh,0.711,95.25,126.735,201.594
7h 4h 2h,KhQh,0.480,95.06,121.559,193.754
7h 4h 2h,Kh7s,0.032,79.32,72.4099,138.322
7h 4h 2h,Kh8s,0.503,57.80,49.6143,130.048
7h 4h 2h,Kh9s,0.595,58.33,48.968,127.208
7h 4h 2h,KhTs,0.579,59.61,49.5085,125.845
7h 4h 2h,KhJs,0.653,60.72,50.2688,125.439
7h 4h 2h,KhQs,0.684,61.69,51.1938,125.74
7h 4h 2h,Ah3c,0.727,67.58,68.2058,152.909
7h 4h 2h,Ah4c,0.765,76.94,77.4693,152.557
7h 4h 2h,Ah5c,0.717,69.14,69.9369,153.265
7h 4h 2h,Ah6c,0.658,65.51,64.1814,148.444
7h 4h 2h,Ah7c,0.772,82.51,85.1283,156.317
7h 4h 2h,Ah8c,0.629,67.42,65.594,147.412
7h 4h 2h,Ah9c,0.709,68.46,65.9266,145.917
7h 4h 2h,AhTc,0.745,69.78,66.9018,145.262
7h 4h 2h,AhJc,0.692,70.77,67.8505,145.275
7h 4h 2h,AhQc,0.667,71.43,68.607,145.534
7h 4h 2h,AhKc,0.629,71.76,68.9377,145.551
7h 4h 2h,AhAc,0.678,88.90,93.1256,158.72
7h 4h 2h,Ah3d,0.727,67.58,68.2058,152.909
7h 4h 2h,Ah4d,0.765,76.94,77.4693,152.557
7h 4h 2h,Ah5d,0.717,69.14,69.9369,153.265
7h 4h 2h,Ah6d,0.658,65.51,64.1814,148.444
7h 4h 2h,Ah7d,0.772,82.51,85.1283,156.317
7h 4h 2h,Ah8d,0.629,67.42,65.594,147.412
7h 4h 2h,Ah9d,0.709,68.46,65.9266,145.917
7h 4h 2h,AhTd,0.745,69.78,66.9019,145.262
7h 4h 2h,AhJd,0.692,70.77,67.8505,145.275
7h 4h 2h,AhQd,0.667,71.43,68.607,145.534
7h 4h 2h,AhKd,0.629,71.76,68.9377,145.551
7h 4h 2h,AhAd,0.678,88.90,93.1256,158.72
7h 4h 2h,Ah3h,0.706,98.25,152.81,235.658
7h 4h 2h,Ah5h,0.733,98.27,151.45,233.503
7h 4h 2h,Ah6h,0.766,98.23,150.21,231.702
7h 4h 2h,Ah8h,0.719,98.17,151.59,233.958
7h 4h 2h,Ah9h,0.723,98.08,153.603,237.28
7h 4h 2h,AhTh,0.701,98.08,152.936,236.251
7h 4h 2h,AhJh,0.662,98.09,150.231,232.059
7h 4h 2h,AhQh,0.635,98.09,146.945,226.974
7h 4h 2h,AhKh,0.407,98.10,145.077,224.081
7h 4h 2h,Ah3s,0.727,67.58,68.2058,152.909
7h 4h 2h,Ah4s,0.765,76.94,77.4693,152.557
7h 4h 2h,Ah5s,0.717,69.14,69.9369,153.265
7h 4h 2h,Ah6s,0.658,65.51,64.1814,148.444
7h 4h 2h,Ah7s,0.772,82.51,85.1283,156.317
7h 4h 2h,Ah8s,0.629,67.42,65.594,147.412
7h 4h 2h,Ah9s,0.709,68.46,65.9266,145.917
7h 4h 2h,AhTs,0.745,69.78,66.9018,145.262
7h 4h 2h,AhJs,0.692,70.77,67.8505,145.275
7h 4h 2h,AhQs,0.667,71.43,68.607,145.534
7h 4h 2h,AhKs,0.629,71.76,68.9377,145.551
7h 4h 2h,2s2c,0.743,81.36,94.7875,176.516
7h 4h 2h,2s2d,0.743,81.36,94.7875,176.516
7h 4h 2h,3s3c,0.522,46.91,29.853,96.4186
7h 4h 2h,3s3d,0.522,46.91,29.853,96.4186
7h 4h 2h,3s3h,0.576,60.32,40.5524,101.868
7h 4h 2h,4s4c,0.744,82.25,101.235,186.486
7h 4h 2h,4s4d,0.744,82.25,101.235,186.486
7h 4h 2h,5s5c,0.650,53.67,35.9832,101.576
7h 4h 2h,5s5d,0.650,53.67,35.9832,101.576
7h 4h 2h,5s5h,0.633,65.90,46.8131,107.634
7h 4h 2h,5s4s,0.211,53.20,35.8744,102.175
7h 4h 2h,6s6c,0.519,54.76,36.8934,102.078
7h 4h 2h,6s6d,0.519,54.76,36.8934,102.078
7h 4h 2h,6s6h,0.609,67.54,48.9672,109.858
7h 4h 2h,6s5s,0.496,35.90,34.2909,144.74
7h 4h 2h,7s7c,0.765,83.22,109.073,198.594
7h 4h 2h,7s7d,0.765,83.22,109.073,198.594
7h 4h 2h,7s5s,0.647,58.80,41.1133,105.943
7h 4h 2h,7s6s,0.649,58.67,40.9665,105.791
7h 4h 2h,8s8c,0.676,61.69,45.31,111.278
7h 4h 2h,8s8d,0.676,61.69,45.3099,111.278
7h 4h 2h,8s8h,0.713,73.04,57.0124,118.273
7h 4h 2h,8s6s,0.526,28.21,27.8809,149.764
7h 4h 2h,8s7s,0.576,59.77,41.7419,105.814
7h 4h 2h,9s8c,0.294,20.37,21.5179,160.025
7h 4h 2h,9s9c,0.611,62.97,46.5155,111.919
7h 4h 2h,9s8d,0.294,20.37,21.5179,160.025
7h 4h 2h,9s9d,0.611,62.97,46.5155,111.919
7h 4h 2h,9s8h,0.297,41.27,35.411,129.997
7h 4h 2h,9s9h,0.738,75.20,59.3976,119.682
7h 4h 2h,9s6s,0.540,19.15,20.6516,163.427
7h 4h 2h,9s7s,0.537,59.82,41.5113,105.135
7h 4h 2h,9s8s,0.575,20.40,21.5111,159.763
7h 4h 2h,Ts8c,0.531,21.69,21.524,150.359
7h 4h 2h,Ts9c,0.777,21.71,20.6461,144.082
7h 4h 2h,TsTc,0.517,64.72,47.9626,112.281
7h 4h 2h,Ts8d,0.531,21.69,21.524,150.359
7h 4h 2h,Ts9d,0.777,21.71,20.6461,144.082
7h 4h 2h,TsTd,0.517,64.72,47.9626,112.281
7h 4h 2h,Ts8h,0.500,42.31,35.2389,126.194
7h 4h 2h,Ts9h,0.692,43.46,35.3216,123.134
7h 4h 2h,TsTh,0.672,77.76,62.6477,122.066
7h 4h 2h,Ts5s,0.076,19.78,20.7214,158.711
7h 4h 2h,Ts6s,0.663,20.40,20.7005,153.76
7h 4h 2h,Ts7s,0.589,59.95,41.6602,105.285
7h 4h 2h,Ts8s,0.643,21.70,21.5224,150.271
7h 4h 2h,Ts9s,0.718,21.66,20.5871,143.985
7h 4h 2h,Js8c,0.224,23.50,20.6895,133.417
7h 4h 2h,Js9c,0.640,23.47,19.836,128.062
7h 4h 2h,JsTc,0.586,25.05,20.098,121.567
7h 4h 2h,JsJc,0.495,66.06,49.2885,113.047
7h 4h 2h,Js8d,0.224,23.50,20.6895,133.417
7h 4h 2h,Js9d,0.640,23.47,19.836,128.062
7h 4h 2h,JsTd,0.586,25.05,20.098,121.567
7h 4h 2h,JsJd,0.495,66.06,49.2885,113.047
7h 4h 2h,Js8h,0.264,43.82,34.648,119.792
7h 4h 2h,Js9h,0.686,44.94,34.6446,116.808
7h 4h 2h,JsTh,0.534,47.51,36.7765,117.275
7h 4h 2h,JsJh,0.649,80.37,67.3231,126.918
7h 4h 2h,Js4s,0.209,52.42,34.6816,100.242
7h 4h 2h,Js5s,0.635,22.60,20.5774,137.963
7h 4h 2h,Js6s,0.523,22.31,19.9549,135.522
7h 4h 2h,Js7s,0.634,60.11,41.787,105.327
7h 4h 2h,Js8s,0.642,23.54,20.7192,133.369
7h 4h 2h,Js9s,0.594,23.44,19.7843,127.903
7h 4h 2h,JsTs,0.558,25.02,20.054,121.428
7h 4h 2h,Qs8c,0.025,26.87,20.0493,113.065
7h 4h 2h,Qs9c,0.530,26.90,19.278,108.584
7h 4h 2h,QsTc,0.533,28.48,19.595,104.234
7h 4h 2h,QsJc,0.480,29.92,19.7979,100.262
7h 4h 2h,QsQc,0.399,67.45,50.7137,113.915
7h 4h 2h,Qs8d,0.025,26.87,20.0493,113.065
7h 4h 2h,Qs9d,0.530,26.90,19.278,108.584
7h 4h 2h,QsTd,0.533,28.48,19.595,104.234
7h 4h 2h,QsJd,0.480,29.92,19.7979,100.262
7h 4h 2h,QsQd,0.399,67.45,50.7137,113.915
7h 4h 2h,Qs8h,0.052,46.56,34.2435,111.43
7h 4h 2h,Qs9h,0.706,47.74,34.1707,108.45
7h 4h 2h,QsTh,0.571,50.30,36.345,109.473
7h 4h 2h,QsJh,0.568,52.98,39.4297,112.765
7h 4h 2h,QsQh,0.703,82.53,72.1306,132.424
7h 4h 2h,Qs2s,0.194,48.01,31.331,98.8694
7h 4h 2h,Qs3s,0.593,24.91,19.3724,117.823
7h 4h 2h,Qs4s,0.563,52.70,34.8629,100.237
7h 4h 2h,Qs5s,0.648,26.78,20.6387,116.749
7h 4h 2h,Qs6s,0.681,26.58,20.0436,114.245
7h 4h 2h,Qs7s,0.684,60.37,42.1632,105.819
7h 4h 2h,Qs8s,0.603,26.92,20.1391,113.363
7h 4h 2h,Qs9s,0.499,26.88,19.2315,108.418
7h 4h 2h,QsTs,0.500,28.46,19.5528,104.082
7h 4h 2h,QsJs,0.480,29.90,19.7643,100.157
7h 4h 2h,Ks7c,0.025,60.79,42.9004,106.933
7h 4h 2h,Ks8c,0.570,33.14,20.712,94.6989
7h 4h 2h,Ks9c,0.439,33.66,20.1843,90.8614
7h 4h 2h,KsTc,0.440,35.16,20.8684,89.9336
7h 4h 2h,KsJc,0.464,36.48,21.5661,89.5767
7h 4h 2h,KsQc,0.569,37.60,22.3349,89.9906
7h 4h 2h,KsKc,0.187,68.88,52.3579,115.167
7h 4h 2h,Ks7d,0.025,60.79,42.9004,106.933
7h 4h 2h,Ks8d,0.570,33.14,20.712,94.6989
7h 4h 2h,Ks9d,0.439,33.66,20.1843,90.8614
7h 4h 2h,KsTd,0.440,35.16,20.8684,89.9337
7h 4h 2h,KsJd,0.464,36.48,21.5661,89.5768
7h 4h 2h,KsQd,0.569,37.60,22.3349,89.9906
7h 4h 2h,KsKd,0.187,68.88,52.3579,115.167
7h 4h 2h,Ks8h,0.490,51.47,34.3564,101.138
7h 4h 2h,Ks9h,0.403,53.02,34.8348,99.539
7h 4h 2h,KsTh,0.405,55.51,37.4551,102.24
7h 4h 2h,KsJh,0.420,58.08,40.9899,106.924
7h 4h 2h,KsQh,0.484,60.23,45.1381,113.554
7h 4h 2h,KsKh,0.793,84.87,79.7306,142.342
7h 4h 2h,Ks2s,0.700,48.49,31.6559,98.9229
7h 4h 2h,Ks3s,0.581,30.62,19.7174,97.5661
7h 4h 2h,Ks4s,0.751,53.06,35.3218,100.859
7h 4h 2h,Ks5s,0.700,32.43,21.0546,98.3713
7h 4h 2h,Ks6s,0.768,32.35,20.5246,96.1356
7h 4h 2h,Ks7s,0.767,60.76,42.8338,106.808
7h 4h 2h,Ks8s,0.828,33.16,20.7555,94.8458
7h 4h 2h,Ks9s,0.427,33.65,20.1614,90.7878
7h 4h 2h,KsTs,0.447,35.15,20.8588,89.9075
7h 4h 2h,KsJs,0.473,36.47,21.5549,89.5489
7h 4h 2h,KsQs,0.571,37.59,22.3148,89.9334
7h 4h 2h,As3c,0.481,43.52,27.055,94.2015
7h 4h 2h,As4c,0.657,54.42,35.8224,99.7418
7h 4h 2h,As5c,0.559,45.63,28.9703,96.1989
7h 4h 2h,As6c,0.525,40.43,23.2318,87.07
7h 4h 2h,As7c,0.724,62.46,44.4743,107.887
7h 4h 2h,As8c,0.663,42.85,24.8882,87.9947
7h 4h 2h,As9c,0.578,43.95,25.2456,87.032
7h 4h 2h,AsTc,0.714,45.48,26.3461,87.7802
7h 4h 2h,AsJc,0.759,46.57,27.0794,88.1109
7h 4h 2h,AsQc,0.678,47.34,27.6631,88.5449
7h 4h 2h,AsKc,0.843,47.76,28.2566,89.6486
7h 4h 2h,AsAc,0.189,71.50,54.3636,115.196
7h 4h 2h,As3d,0.481,43.52,27.055,94.2015
7h 4h 2h,As4d,0.657,54.42,35.8224,99.7418
7h 4h 2h,As5d,0.559,45.63,28.9703,96.1989
7h 4h 2h,As6d,0.525,40.43,23.2318,87.07
7h 4h 2h,As7d,0.724,62.46,44.4743,107.887
7h 4h 2h,As8d,0.663,42.85,24.8882,87.9947
7h 4h 2h,As9d,0.578,43.95,25.2456,87.032
7h 4h 2h,AsTd,0.714,45.48,26.3461,87.7802
7h 4h 2h,AsJd,0.759,46.57,27.0794,88.1109
7h 4h 2h,AsQd,0.678,47.34,27.6631,88.5449
7h 4h 2h,AsKd,0.843,47.76,28.2566,89.6486
7h 4h 2h,AsAd,0.189,71.50,54.3636,115.196
7h 4h 2h,As3h,0.579,56.94,37.3128,99.2816
7h 4h 2h,As5h,0.495,59.18,40.1092,102.686
7h 4h 2h,As6h,0.445,56.40,35.6011,95.6356
7h 4h 2h,As8h,0.216,59.01,37.6765,96.7316
7h 4h 2h,As9h,0.550,61.03,39.4893,98.0412
7h 4h 2h,AsTh,0.575,63.52,42.4673,101.299
7h 4h 2h,AsJh,0.406,65.95,46.0293,105.744
7h 4h 2h,AsQh,0.482,67.75,50.0772,111.995
7h 4h 2h,AsKh,0.696,69.56,56.4882,123.041
7h 4h 2h,AsAh,0.678,88.90,93.1256,158.72
7h 4h 2h,As2s,0.656,49.60,31.8767,97.3801
7h 4h 2h,As3s,0.527,43.53,27.0773,94.2569
7h 4h 2h,As4s,0.660,54.42,35.8225,99.7448
7h 4h 2h,As5s,0.548,45.63,28.9671,96.1922
7h 4h 2h,As6s,0.504,40.43,23.2388,87.0864
7h 4h 2h,As7s,0.725,62.47,44.4781,107.883
7h 4h 2h,As8s,0.664,42.85,24.8801,87.9743
7h 4h 2h,As9s,0.578,43.95,25.245,87.0308
7h 4h 2h,AsTs,0.712,45.47,26.3436,87.7729
7h 4h 2h,AsJs,0.773,46.57,27.0914,88.1422
7h 4h 2h,AsQs,0.667,47.33,27.6489,88.5063
7h 4h 2h,AsKs,0.842,47.76,28.2564,89.6478
7h 4s 2d,5c4c,0.002,65.09,51.7614,120.484
7h 4s 2d,6c5c,0.019,44.01,68.939,237.351
7h 4s 2d,7c5c,0.010,71.59,62.0731,131.382
7h 4s 2d,7c6c,0.020,71.43,62.4564,132.479
7h 4s 2d,8c6c,0.009,34.46,47.9009,210.609
7h 4s 2d,8c7c,0.014,72.77,64.3151,133.907
7h 4s 2d,9c6c,0.005,23.16,24.9203,163.005
7h 4s 2d,9c7c,0.006,72.80,64.2253,133.662
7h 4s 2d,9c8c,0.008,24.65,26.9998,165.961
7h 4s 2d,9c8d,0.003,24.74,27.4842,168.319
7h 4s 2d,9c8h,0.003,24.72,27.4288,168.09
7h 4s 2d,9c8s,0.003,24.73,27.4736,168.298
7h 4s 2d,Tc5c,0.001,23.97,23.8961,151.069
7h 4s 2d,Tc6c,0.006,24.84,24.5452,149.701
7h 4s 2d,Tc7c,0.007,72.89,64.4729,134.023
7h 4s 2d,Tc8c,0.008,26.39,26.3063,151.013
7h 4s 2d,Tc9c,0.005,26.36,24.8228,142.658
7h 4s 2d,Tc8d,0.004,26.50,26.8736,153.634
7h 4s 2d,Tc9d,0.008,26.52,25.3635,144.891
7h 4s 2d,Tc8h,0.005,26.48,26.7816,153.221
7h 4s 2d,Tc9h,0.008,26.49,25.2784,144.575
7h 4s 2d,Tc8s,0.004,26.50,26.8597,153.595
7h 4s 2d,Tc9s,0.008,26.52,25.3475,144.828
7h 4s 2d,Jc4c,0.005,64.08,49.7115,117.544
7h 4s 2d,Jc5c,0.007,27.62,23.8643,130.89
7h 4s 2d,Jc6c,0.006,27.40,23.1769,128.144
7h 4s 2d,Jc7c,0.010,73.13,65.1358,134.946
7h 4s 2d,Jc8c,0.007,28.88,24.3547,127.792
7h 4s 2d,Jc9c,0.006,28.80,23.0114,121.051
7h 4s 2d,JcTc,0.006,30.91,23.6015,115.7
7h 4s 2d,Jc8d,0.002,28.97,25.018,130.868
7h 4s 2d,Jc9d,0.007,28.95,23.7434,124.262
7h 4s 2d,JcTd,0.007,31.04,24.0689,117.47
7h 4s 2d,Jc8h,0.002,28.94,24.9041,130.381
7h 4s 2d,Jc9h,0.007,28.91,23.6468,123.926
7h 4s 2d,JcTh,0.008,31.01,23.9804,117.162
7h 4s 2d,Jc8s,0.002,28.96,25.0037,130.83
7h 4s 2d,Jc9s,0.007,28.95,23.7275,124.201
7h 4s 2d,JcTs,0.007,31.03,24.0511,117.429
7h 4s 2d,Qc2c,0.004,59.00,43.8186,112.533
7h 4s 2d,Qc3c,0.003,30.54,21.4003,106.179
7h 4s 2d,Qc4c,0.008,64.32,50.0119,117.81
7h 4s 2d,Qc5c,0.007,32.99,23.9982,110.205
7h 4s 2d,Qc6c,0.005,32.89,23.2973,107.321
7h 4s 2d,Qc7c,0.010,73.35,66.2577,136.861
7h 4s 2d,Qc8c,0.009,33.23,22.935,104.563
7h 4s 2d,Qc9c,0.006,33.29,21.7309,98.9093
7h 4s 2d,QcTc,0.007,35.40,22.0769,94.5037
7h 4s 2d,QcJc,0.007,37.42,22.6309,91.622
7h 4s 2d,Qc8d,0.000,33.33,23.5852,107.23
7h 4s 2d,Qc9d,0.007,33.43,22.4019,101.525
7h 4s 2d,QcTd,0.009,35.53,22.6902,96.7689
7h 4s 2d,QcJd,0.009,37.54,23.2605,93.8828
7h 4s 2d,Qc8h,0.000,33.29,23.4652,106.784
7h 4s 2d,Qc9h,0.007,33.38,22.291,101.183
7h 4s 2d,QcTh,0.009,35.49,22.5974,96.4872
7h 4s 2d,QcJh,0.009,37.52,23.1616,93.523
7h 4s 2d,Qc8s,0.000,33.32,23.5719,107.199
7h 4s 2d,Qc9s,0.007,33.43,22.3835,101.457
7h 4s 2d,QcTs,0.009,35.51,22.671,96.7253
7h 4s 2d,QcJs,0.009,37.52,23.2277,93.7903
7h 4s 2d,Kc2c,0.008,59.48,44.1669,112.511
7h 4s 2d,Kc3c,0.005,37.78,21.7436,87.2065
7h 4s 2d,Kc4c,0.007,64.68,50.7068,118.789
7h 4s 2d,Kc5c,0.010,40.14,24.4578,92.3178
7h 4s 2d,Kc6c,0.007,40.20,23.8438,89.8711
7h 4s 2d,Kc7c,0.013,73.75,67.5803,138.843
7h 4s 2d,Kc8c,0.007,41.17,23.6689,87.1083
7h 4s 2d,Kc9c,0.006,41.94,23.2375,83.9433
7h 4s 2d,KcTc,0.008,43.94,24.3415,83.9313
7h 4s 2d,KcJc,0.009,45.83,25.9471,85.7783
7h 4s 2d,KcQc,0.013,47.37,27.2086,87.0318
7h 4s 2d,Kc7d,0.000,73.94,68.921,141.227
7h 4s 2d,Kc8d,0.006,41.30,24.2706,89.0488
7h 4s 2d,Kc9d,0.008,42.08,23.8009,85.6974
7h 4s 2d,KcTd,0.010,44.07,24.8372,85.4006
7h 4s 2d,KcJd,0.011,45.93,26.3706,86.9954
7h 4s 2d,KcQd,0.018,47.44,27.5584,88.0205
7h 4s 2d,Kc8h,0.006,41.26,24.1616,88.736
7h 4s 2d,Kc9h,0.007,42.01,23.7167,85.5402
7h 4s 2d,KcTh,0.010,44.01,24.7487,85.2018
7h 4s 2d,KcJh,0.011,45.91,26.3099,86.8284
7h 4s 2d,KcQh,0.017,47.43,27.5137,87.9004
7h 4s 2d,Kc7s,0.000,73.80,68.5424,140.721
7h 4s 2d,Kc8s,0.006,41.29,24.2632,89.0453
7h 4s 2d,Kc9s,0.008,42.08,23.7905,85.6705
7h 4s 2d,KcTs,0.010,44.05,24.8123,85.349
7h 4s 2d,KcJs,0.011,45.91,26.3386,86.9256
7h 4s 2d,KcQs,0.017,47.43,27.5378,87.9675
7h 4s 2d,Ac2c,0.004,60.81,43.0854,107.358
7h 4s 2d,Ac3c,0.010,53.81,37.4889,105.56
7h 4s 2d,Ac4c,0.006,66.33,50.3993,115.129
7h 4s 2d,Ac5c,0.011,56.57,43.227,115.786
7h 4s 2d,Ac6c,0.009,50.41,27.3404,82.1717
7h 4s 2d,Ac7c,0.006,75.87,71.6895,143.162
7h 4s 2d,Ac8c,0.010,53.42,29.7221,84.2952
7h 4s 2d,Ac9c,0.013,54.97,30.7478,84.7435
7h 4s 2d,AcTc,0.020,57.00,32.356,86.0093
7h 4s 2d,AcJc,0.019,58.60,34.1215,88.2273
7h 4s 2d,AcQc,0.015,59.64,35.2032,89.4262
7h 4s 2d,AcKc,0.014,60.21,36.3444,91.4524
7h 4s 2d,Ac3d,0.011,53.91,37.2498,104.688
7h 4s 2d,Ac4d,0.006,66.43,50.5583,115.318
7h 4s 2d,Ac5d,0.012,56.64,43.1079,115.324
7h 4s 2d,Ac6d,0.010,50.55,27.899,83.6188
7h 4s 2d,Ac7d,0.007,76.01,72.2784,144.076
7h 4s 2d,Ac8d,0.012,53.57,30.2411,85.5345
7h 4s 2d,Ac9d,0.012,55.12,31.0865,85.456
7h 4s 2d,AcTd,0.020,57.12,32.6678,86.6478
7h 4s 2d,AcJd,0.019,58.69,34.3602,88.7024
7h 4s 2d,AcQd,0.016,59.68,35.3672,89.7973
7h 4s 2d,AcKd,0.016,60.26,36.4664,91.6855
7h 4s 2d,Ac3h,0.011,53.93,37.2996,104.793
7h 4s 2d,Ac4h,0.005,66.35,50.3169,114.91
7h 4s 2d,Ac5h,0.011,56.63,43.2641,115.746
7h 4s 2d,Ac6h,0.011,50.50,27.8355,83.5197
7h 4s 2d,Ac8h,0.013,53.51,30.13,85.3078
7h 4s 2d,Ac9h,0.010,55.02,31.0164,85.4169
7h 4s 2d,AcTh,0.019,57.05,32.5942,86.563
7h 4s 2d,AcJh,0.019,58.67,34.3392,88.6789
7h 4s 2d,AcQh,0.016,59.66,35.327,89.7142
7h 4s 2d,AcKh,0.015,60.27,36.4753,91.7032
7h 4s 2d,Ac3s,0.012,53.86,37.2875,104.891
7h 4s 2d,Ac5s,0.012,56.62,43.1174,115.372
7h 4s 2d,Ac6s,0.010,50.46,27.8278,83.5584
7h 4s 2d,Ac7s,0.005,75.86,71.7468,143.292
7h 4s 2d,Ac8s,0.012,53.55,30.2127,85.4765
7h 4s 2d,Ac9s,0.012,55.11,31.0884,85.4693
7h 4s 2d,AcTs,0.019,57.10,32.6406,86.6097
7h 4s 2d,AcJs,0.019,58.67,34.3447,88.6975
7h 4s 2d,AcQs,0.015,59.67,35.3388,89.7348
7h 4s 2d,AcKs,0.016,60.25,36.4317,91.6217
7h 4s 2d,3d3c,0.005,57.84,37.3651,97.8782
7h 4s 2d,4d4c,0.020,94.50,172.561,276.666
7h 4s 2d,5d5c,0.004,65.70,50.9094,117.409
7h 4s 2d,5d4d,0.005,66.94,56.4903,127.864
7h 4s 2d,6d6c,0.007,67.19,55.1794,124.438
7h 4s 2d,6d5d,0.017,46.59,72.4726,235.682
7h 4s 2d,7d7c,0.024,95.55,181.145,287.243
7h 4s 2d,7d5d,0.012,73.22,66.8071,138.246
7h 4s 2d,7d6d,0.017,73.08,67.1941,139.313
7h 4s 2d,8d8c,0.003,74.86,76.9082,155.66
7h 4s 2d,8d6d,0.013,37.62,51.7231,208.334
7h 4s 2d,8d7d,0.012,74.36,69.079,140.752
7h 4s 2d,9d8c,0.004,24.74,27.4303,167.982
7h 4s 2d,9d9c,0.004,76.58,81.339,160.94
7h 4s 2d,9d6d,0.007,26.90,29.6253,166.88
7h 4s 2d,9d7d,0.012,74.42,68.621,139.714
7h 4s 2d,9d8d,0.009,28.38,32.4487,173.247
7h 4s 2d,9d8h,0.003,24.84,27.8658,169.979
7h 4s 2d,9d8s,0.003,24.85,27.9087,170.173
7h 4s 2d,Td8c,0.006,26.50,26.6851,152.59
7h 4s 2d,Td9c,0.008,26.52,25.2669,144.357
7h 4s 2d,TdTc,0.003,78.82,87.3355,167.875
7h 4s 2d,Td5d,0.001,27.64,28.1325,154.209
7h 4s 2d,Td6d,0.007,28.53,29.1699,154.939
7h 4s 2d,Td7d,0.013,74.52,69.1621,140.616
7h 4s 2d,Td8d,0.008,30.07,32.0342,161.404
7h 4s 2d,Td9d,0.005,30.07,30.9555,155.989
7h 4s 2d,Td8h,0.005,26.60,27.173,154.802
7h 4s 2d,Td9h,0.008,26.61,25.689,146.283
7h 4s 2d,Td8s,0.005,26.61,27.2537,155.19
7h 4s 2d,Td9s,0.008,26.63,25.7644,146.568
7h 4s 2d,Jd8c,0.003,28.95,25.0331,131.016
7h 4s 2d,Jd9c,0.007,28.94,23.7289,124.236
7h 4s 2d,JdTc,0.007,31.04,24.098,117.634
7h 4s 2d,JdJc,0.006,80.84,91.6982,171.862
7h 4s 2d,Jd4d,0.010,66.14,55.2139,126.49
7h 4s 2d,Jd5d,0.008,31.15,28.4042,138.164
7h 4s 2d,Jd6d,0.007,31.01,27.5271,134.508
7h 4s 2d,Jd7d,0.014,74.82,70.3174,142.388
7h 4s 2d,Jd8d,0.010,32.48,29.8834,139.388
7h 4s 2d,Jd9d,0.009,32.45,28.9,134.955
7h 4s 2d,JdTd,0.011,34.45,29.4097,129.338
7h 4s 2d,Jd8h,0.002,29.05,25.6024,133.54
7h 4s 2d,Jd9h,0.007,29.02,24.3153,126.946
7h 4s 2d,JdTh,0.008,31.12,24.6312,119.914
7h 4s 2d,Jd8s,0.002,29.06,25.7025,133.987
7h 4s 2d,Jd9s,0.007,29.06,24.4005,127.238
7h 4s 2d,JdTs,0.008,31.14,24.7063,120.198
7h 4s 2d,Qd8c,0.001,33.28,23.6205,107.528
7h 4s 2d,Qd9c,0.007,33.39,22.4435,101.832
7h 4s 2d,QdTc,0.008,35.50,22.7267,97.0109
7h 4s 2d,QdJc,0.008,37.52,23.2158,93.7418
7h 4s 2d,QdQc,0.009,82.68,95.3392,174.71
7h 4s 2d,Qd3d,0.004,33.95,25.9415,115.766
7h 4s 2d,Qd4d,0.016,66.43,55.954,127.613
7h 4s 2d,Qd5d,0.007,36.29,29.1384,121.667
7h 4s 2d,Qd6d,0.006,36.27,28.1849,117.75
7h 4s 2d,Qd7d,0.014,75.09,71.8666,145.005
7h 4s 2d,Qd8d,0.008,36.67,28.3096,116.967
7h 4s 2d,Qd9d,0.010,36.76,27.155,111.913
7h 4s 2d,QdTd,0.011,38.77,27.5625,107.719
7h 4s 2d,QdJd,0.010,40.68,28.1323,104.776
7h 4s 2d,Qd8h,0.000,33.38,24.1889,109.795
7h 4s 2d,Qd9h,0.007,33.47,22.9684,103.986
7h 4s 2d,QdTh,0.009,35.57,23.2256,98.9277
7h 4s 2d,QdJh,0.011,37.61,23.7082,95.5092
7h 4s 2d,Qd8s,0.000,33.40,24.2967,110.212
7h 4s 2d,Qd9s,0.007,33.51,23.0568,104.237
7h 4s 2d,QdTs,0.009,35.60,23.2949,99.1458
7h 4s 2d,QdJs,0.010,37.61,23.7768,95.7862
7h 4s 2d,Kd7c,0.000,74.00,68.2066,139.65
7h 4s 2d,Kd8c,0.006,41.23,24.226,89.0329
7h 4s 2d,Kd9c,0.009,42.02,23.7007,85.4664
7h 4s 2d,KdTc,0.012,44.01,24.7584,85.2295
7h 4s 2d,KdJc,0.010,45.90,26.3295,86.9043
